Job Title,Company Name,Location,Sector
Quantitative Analyst,"Capital Group
3.9","Los Angeles, CA",Finance
Scientist I,"BioPhase Solutions
4.9","Los Angeles, CA",Biotech & Pharmaceuticals
Senior Data Scientist,"true[x]
3.6","Los Angeles, CA",Business Services
"Machine Learning Engineer, 2+ Years Experience","Snap
3.6","Los Angeles, CA",Information Technology
"Chief Data/BI Scientist - SQL, Python/R, Spark/Hadoop","CyberCoders
4.2","Santa Monica, CA",Business Services
Data Scientist,"Allscripts
3.3","Whittier, CA",Information Technology
Quantum Data Scientist (Industrial-Process sector),"IBM
3.7","Los Angeles, CA",Information Technology
Research Scientist,"SDL
3.6","Los Angeles, CA",Information Technology
Data Engineer / Data Scientist - Contributor,"Hyperloop Transportation Technologies
4.5","Los Angeles, CA",Transportation & Logistics
Data Analyst,"PeerStreet
4.7","El Segundo, CA",Real Estate
Data Scientist II,"L.A. Care Health Plan
3.1","Los Angeles, CA",Health Care
Machine Learning Engineer,"The Trevor Project
4.6","Los Angeles, CA",Non-Profit
BI/Data Analyst,"Loot Crate
2.1","Los Angeles, CA",Retail
"Content Data Scientist, Apple Media Products Data Science","Apple
4.1","Culver City, CA",Information Technology
Data Analyst,"Dot818
5.0","Glendale, CA",Business Services
"Video Business Data Scientist, Apple Media Products Data Science","Apple
4.1","Culver City, CA",Information Technology
Data Analyst,"The Trevor Project
4.6","Los Angeles, CA",Non-Profit
Market Data Analyst,"Capital Group
3.9","Los Angeles, CA",Finance
Data Engineer,"CrowdRise
4.5","Los Angeles, CA",Information Technology
Senior Data Analyst,"Steady
3.6","Los Angeles, CA",Information Technology
Data Scientist III,"Amazon
3.9","Culver City, CA",Information Technology
Data Scientist Consultant - Burbank California,"Capgemini
3.8","Burbank, CA",Information Technology
Data Analyst,Kharon,"Los Angeles, CA",-1
Quantitative Research Associate,"Capital Group
3.9","Los Angeles, CA",Finance
Senior Data Scientist,"ViacomCBS
3.6","Los Angeles, CA",Media
Machine Learning Engineer,"Fox Corporation
4.0","Los Angeles, CA",Media
Data Analyst,Expertise LLC,"Los Angeles, CA",-1
"Data Analyst, Product","Jam City
3.9","Culver City, CA",Media
Quantitative Analyst,"Guggenheim Partners
3.8","Santa Monica, CA",Finance
Business Intelligence Analyst,"Ad.net
4.8","Los Angeles, CA",Business Services
Research Scientist,Molecular Instruments,"Los Angeles, CA",-1
Data Analyst,"Signal Sciences
4.3","Los Angeles, CA",Information Technology
Business Data Analyst,"Connect International
5.0","Los Angeles, CA",-1
Data Analyst,"HireTalent
4.5","Los Angeles, CA",Business Services
Data Scientist II,"Amazon
3.9","Culver City, CA",Information Technology
MS Data Scientist,"Allscripts
3.3","Whittier, CA",Information Technology
Sr. Data Analyst — US Safety,"TikTok
3.8","Los Angeles, CA",Information Technology
Sr. Data Scientist,"Jobot
4.9","Los Angeles, CA",Business Services
Data Engineer,"Cedars-Sinai
3.9","Los Angeles, CA",Health Care
Scientist,"CodeForce 360
3.7","Los Angeles, CA",Information Technology
Data Scientist,Ipsos North America,"Culver City, CA",-1
Senior Data Scientist,"21st Century Fox
2.8","Los Angeles, CA",Media
"Manager, Data Science - Core Analytics","Honey
4.4","Los Angeles, CA",Information Technology
Sr. Data Scientist,"Warner Bros. Entertainment
3.9","Burbank, CA",Media
Machine Learning Engineer,"TEEMA
4.7","Los Angeles, CA",Business Services
Associate Research Scientist,"Grifols
3.2","Los Angeles, CA",Biotech & Pharmaceuticals
Business Data Analyst,"PUBG Santa Monica
4.5","Los Angeles, CA",Media
Survey Data Analyst,"First Professional Services
5.0","Los Angeles, CA",Information Technology
Data Analyst,"Lucky Day
3.9","Los Angeles, CA",Information Technology
Data Analyst,"HITRECORD
3.5","Los Angeles, CA",-1
Data Engineer,"Mondo
3.8","Los Angeles, CA",Business Services
Data Engineer,"The Honest Company
3.1","Los Angeles, CA",Information Technology
"Search Data Scientist, Apple Media Products - Culver City, CA","Apple
4.1","Culver City, CA",Information Technology
NLP Engineer -Data Scientist,"V Group Inc.
3.4","Northridge, CA",Business Services
Data Scientist,AccessHope,"Irwindale, CA",-1
Data Science Resident - Galvanize Data Science Immersive Grads Only,"Galvanize Inc.
3.9","Los Angeles, CA",Education
Data Science Specialist,"The Aerospace Corporation
3.9","El Segundo, CA",Aerospace & Defense
"Scientist, Innovation","Beyond Meat
3.1","El Segundo, CA",Manufacturing
"Manager, Data Science - Core Analytics","Honey
2.3","Los Angeles, CA",Retail
Data Analyst,"Relevante, Inc.
3.1","Los Angeles, CA",Business Services
Head of Data Science,"TikTok
3.8","Los Angeles, CA",Information Technology
Senior Data Engineer/Data Scientist,Evolvinc,"Burbank, CA",Information Technology
Research Scientist,"University of Southern California
4.2","Los Angeles, CA",Education
Associate Scientist,"Kelly
3.4","Santa Monica, CA",Business Services
Data Scientist at IBM (Visa Sponsorship for Canada),Talent Acquisition Québec,"Los Angeles, CA",-1
"Principal Data Scientist - Health Economics & Real-World Evidence, Evidence for Access, USMA (POSITION IS BASED IN SSF, MAY CONSIDER REMOTE)","Genentech
4.0","Los Angeles, CA",Biotech & Pharmaceuticals
Data Analyst,"Gilead Sciences
3.4","Santa Monica, CA",Biotech & Pharmaceuticals
"Environmental Scientists, Geologists, or Environmental Engineers - Entry to 2 Years Experience","Langan Engineering and Environmental Services
4.0","Los Angeles, CA",Business Services
"Business Analytics Manager, Enterprise Marketing","Miro
4.5","Los Angeles, CA",Information Technology
"Business Analytics Manager, Partnerships and Startup Program","Miro
4.5","Los Angeles, CA",Information Technology
Research Scientist/Senior Scientist,"The Aerospace Corporation
3.9","El Segundo, CA",Aerospace & Defense
Principal Data Scientist,"Activision Blizzard
3.6","Santa Monica, CA",Media
Data Engineer,"Idealab
4.0","Pasadena, CA",Finance
Data Scientist,"WB Technology
5.0","Burbank, CA",-1
"Research Scientist, USC Schaeffer Center","University of Southern California
4.2","Los Angeles, CA",Education
Principal Data Scientist- Public Sector,"IBM
3.7","Los Angeles, CA",Information Technology
Business Intelligence Analyst - Entry,"Enterprise Solutions Inc
3.8","Los Angeles, CA",Business Services
Sr Robotics Scientist,"iRobot
3.5","Pasadena, CA",Retail
Physical Scientist,"US Department of Energy
3.6","Los Angeles, CA",Government
Data Analyst,"Cenergy
3.5","Irwindale, CA","Construction, Repair & Maintenance"
Sr. Data Analyst,"Dollar Shave Club
3.8","Marina del Rey, CA",Retail
Digital Analytics Manager,"The Honest Company
3.1","Los Angeles, CA",Information Technology
Lead Data Scientist,"RAPP
3.2","Los Angeles, CA",Business Services
Senior Data Scientist,"Humana
3.6","Torrance, CA",Insurance
Data Engineer,"NBC Universal
3.8","Universal City, CA",Media
Junior Data Analyst,"Staffigo Technical Services, LLC
5.0","Los Angeles, CA",Information Technology
Data Engineer,"Tapcart
5.0","Santa Monica, CA",Information Technology
Quantum Principal Data Scientist (Industrial-Discrete sector),"IBM
3.7","Los Angeles, CA",Information Technology
Data Engineer,"ZEFR
3.3","Marina del Rey, CA",Media
"Scientist, Product Development","Beachbody
3.3","El Segundo, CA",Consumer Services
Senior Data Analyst,"Superior Court of California County of Los Angeles
3.6","Los Angeles, CA",Government
Data Engineer,"J. Paul Getty Trust
3.6","Los Angeles, CA",Non-Profit
Data Analyst,Eleven Recruiting - CHURN,"Los Angeles, CA",-1
Exploratory Data Analysis Instructor,"UCLA Extension
3.8","Los Angeles, CA",Education
"Data Analyst, Predictive Analytics","Internet Brands, Inc.
3.5","Los Angeles, CA",Information Technology
Data Engineer,"TEEMA
4.7","Los Angeles, CA",Business Services
Senior Data Analyst,"TutorMe
4.6","Los Angeles, CA",Education
Artificial Intelligence/Machine Learning Engineer,"The Aerospace Corporation
3.9","El Segundo, CA",Aerospace & Defense
CLINICAL LABORATORY SCIENTIST I,"Los Angeles County
4.1","Los Angeles, CA",Government
Data Scientist,"CyberCoders
4.2","El Segundo, CA",Business Services
Sr. Business Intelligence Analyst,"NEXT Trucking
4.0","El Segundo, CA",Transportation & Logistics
Data Analyst,"iSpace, Inc
3.7","Glendale, CA",Information Technology
Data Analyst,"Kite Pharma
3.4","Santa Monica, CA",Biotech & Pharmaceuticals
Pricing Data Analyst,"City National Bank
3.6","Los Angeles, CA",Finance
Business Analytics Manager,"Miro
4.5","Los Angeles, CA",Information Technology
Senior Data Scientist,12traits,"Los Angeles, CA",-1
"Marketing Data Analyst, Teleflora","The Wonderful Company
3.6","Los Angeles, CA",Manufacturing
Associate Scientist,"Apex Systems
3.8","Los Angeles, CA",Business Services
Data Analyst,"Tilde Staff Inc.
5.0","Pasadena, CA",-1
Data Analyst,"ConsultNet, LLC
4.3","Burbank, CA",Business Services
Data Scientist / Architect H/F,Home Life Connect / Strategic Planning Monaco,"Monaco, CA",-1
Data Scientist/ Machine Learning,"Management Decisions, Inc.
1.6","Venice, CA",Business Services
Associate Scientist,"BioPhase Solutions
4.9","Los Angeles, CA",Biotech & Pharmaceuticals
Data Engineer,GradTests (gradtests.com.au),"Los Angeles, CA",-1
Epidemiologist Data Analyst-Urology,"UCLA Health
4.0","Los Angeles, CA",Health Care
Marketing Data Analyst,"Scale Media
5.0","Los Angeles, CA",Business Services
Sr. Data Scientist,"Turner Broadcasting
3.7","Burbank, CA",Media
Microsoft Analytics Consultant,"IBM
3.7","Los Angeles, CA",Information Technology
Data Engineer,"ingenium.agency
5.0","Los Angeles, CA",Business Services
Senior Data Analyst - User Growth,"TikTok
3.8","Los Angeles, CA",Information Technology
Data Scientist Applied Machine Learning,"JM Eagle
2.5","Los Angeles, CA",Manufacturing
Data Analyst,"Lorven Technologies Inc
4.0","Los Angeles, CA",Accounting & Legal
Senior Data Analyst,"Tillster
3.3","Los Angeles, CA",Information Technology
Data Analyst,Center For Policing Equity,"Los Angeles, CA",Education
"Lead Data Science Instructor, Data Scientist","Galvanize
3.9","Los Angeles, CA",Education
Quantum Principal Data Scientist (Industrial-Process sector),"IBM
3.7","Los Angeles, CA",Information Technology
Behavioral Data Science Manager,"mPulse Mobile
3.7","Los Angeles, CA",Health Care
Epidemiologist Data Analyst-Urology,"UC Davis Medical Center
3.8","Los Angeles, CA",Health Care
Data Analyst,"Swinerton Builders
4.0","Los Angeles, CA","Construction, Repair & Maintenance"
First Data Hire for IoT Startup: Manager level Data Scientist/Engineer,"Management Decisions, Inc.
1.6","Glendale, CA",Business Services
Machine Learning-Computer Vision Research Scientist,"UtopiaCompression Corporation
3.8","Los Angeles, CA",Information Technology
Sr. Data Scientist,"ServiceTitan
3.6","Los Angeles, CA",Information Technology
Senior Data Scientist,"Icon Media Direct
3.7","Sherman Oaks, CA",Business Services
Data Modeler,"Kairos Technologies
4.0","Los Angeles, CA",Information Technology
Data Analyst,"Robert Half
3.5","El Segundo, CA",Business Services
Business Intelligence Analyst,"Casting Networks
3.4","Los Angeles, CA",Information Technology
Sr. Data Scientist,"Icon Media Direct, Inc.
3.7","Sherman Oaks, CA",Business Services
"Scientist 2, Data Analytics","Arete Associates Inc
4.4","Northridge, CA",Information Technology
Data Engineer,"Direct Agents
4.4","Culver City, CA",Business Services
Data Engineer,"ViacomCBS
3.6","Los Angeles, CA",Media
"Instructor, Data Scientist","Jobot
4.9","Los Angeles, CA",Business Services
Data Analyst- Customers,Burst Oral Care,"Los Angeles, CA",-1
Data Analyst,"Computershare
3.1","El Segundo, CA",Finance
Data Analyst,"Staffigo Technical Services, LLC
5.0","Los Angeles, CA",Information Technology
Senior Data Scientist - Nationwide Opportunities,"Amazon
3.9","Santa Monica, CA",Information Technology
"Senior Data Scientist | Mobile, Social",Elever Professional,"Los Angeles, CA",-1
Clinical Laboratory Scientist - Hematology,"City of Hope
3.3","Duarte, CA",Health Care
Data Analyst,Eleven Recruiting - CHURN,"Los Angeles, CA",Information Technology
Data Analyst,"DatamanUSA
3.4","Los Angeles, CA",Information Technology
Data Engineer,"mPulse Mobile
3.7","Los Angeles, CA",Health Care
"Field Applications Scientist, CA","GenapSys, Inc.
3.8","Los Angeles, CA",Biotech & Pharmaceuticals
Senior Data Analyst,"Lucky Day
3.9","Los Angeles, CA",Information Technology
Microsoft Dynamics CRM Data Analyst,"IBM
3.7","Los Angeles, CA",Information Technology
"Staff Software Scientist, Reproductive Health","Thermo Fisher Scientific
3.4","Los Angeles, CA",Biotech & Pharmaceuticals
Data Engineer,Trovetechs Inc,"Universal City, CA",-1
Senior Data Analyst,"Fox Corporation
4.0","Los Angeles, CA",Media
E-Discovery Data Engineer (ADS),"ProSearch Strategies
3.7","Los Angeles, CA",Accounting & Legal
Computer Vision Scientist,Metropolis,"Los Angeles, CA",-1
Machine Learning Engineer,Tangerine Search Inc,"Los Angeles, CA",-1
Space Photovoltaic and Energy Technology Scientist,"The Aerospace Corporation
3.9","El Segundo, CA",Aerospace & Defense
"Sr. Data Scientist, Predictive Analysis - HBO Max","Turner Broadcasting
3.7","Burbank, CA",Media
Data Engineer,"Prosum
4.0","Los Angeles, CA",Information Technology
"Senior Data Analyst, Marketing","Dave, Inc.
4.3","Los Angeles, CA",Finance
Machine Learning Engineer,"Adroit Worldwide Media, Inc. (AWM Smart Shelf)
3.2","Los Angeles, CA",-1
Data Engineer,"Analog Devices
3.9","Wilmington, CA",Manufacturing
"Manager, Data Science - HBO Max","Turner Broadcasting
3.7","Los Angeles, CA",Media
"Clinical Laboratory Scientist, Per Diem","UCLA Health
4.0","Los Angeles, CA",Health Care
Data Analyst,"ICONMA
3.6","Culver City, CA",Business Services
Sr Data Analyst,"MyLife.com
3.1","Los Angeles, CA",Information Technology
Senior Data Analyst,"PlayQ
4.7","Santa Monica, CA",Media
Sr Data Engineer (AWS),"Prosum
4.0","Los Angeles, CA",Information Technology
"Senior Scientist, Scientific Affairs","Beachbody
3.3","El Segundo, CA",Consumer Services
Data Engineer,Bloomstaff,"Los Angeles, CA",-1
Data Engineer,ingenium.agency,"Los Angeles, CA",-1
Data Engineer,EvolvInc,"Burbank, CA",Information Technology
Data Engineer,"CyberCoders
4.2","Pasadena, CA",Business Services
Data Engineer,"Agilisium LLC
4.8","Los Angeles, CA",Information Technology
Research Radar Scientist,UltraHealth Agency,"Los Angeles, CA",-1
Machine Learning Engineer,"CyberCoders
4.2","Calabasas, CA",Business Services
Sr. Data Scientist,"WB Technology
5.0","Burbank, CA",-1
Principal Data Scientist,"Activision Publishing
3.2","Santa Monica, CA",Media
Senior Data Scientist,"City of Hope
3.3","Irwindale, CA",Health Care
Analytics Manager (Web / Social),"TVGla
2.5","Los Angeles, CA",Media
Data Engineer,"Ledgent Technology
2.0","Los Angeles, CA",-1
"Data Engineer - W2 only - Local to Los Angeles, CA only","BayOne Solutions
4.1","Los Angeles, CA",Information Technology
Data Engineer,"Sense360
5.0","Culver City, CA",Information Technology
Data Analyst - (Python),"LEAPROS
5.0","Long Beach, CA",-1
Analytics Consultant,"Epiq
3.6","Los Angeles, CA",Accounting & Legal
Business Intelligence Analyst,"Systech Business Solutions
3.1","Glendale, CA",Information Technology
Data Engineer- Customer Data Platform,"Turner Broadcasting
3.7","Burbank, CA",Media
Data Engineer - HBO Max,"Turner Broadcasting
3.7","Burbank, CA",Media
